ID,Value
15744825,Thoracic Wall
15744826,Abdominal Wall
15744826,Aged
15744826,"Carcinoma, Transitional Cell"
15744826,Cystectomy
15744826,Female
15744826,Humans
15744826,Soft Tissue Neoplasms
15744826,Time Factors
15744826,Urinary Bladder Neoplasms
15744827,Hemangioma
15744827,Humans
15744827,Liver Cirrhosis
15744827,Male
15744827,Middle Aged
15744827,Splenectomy
15744827,Splenic Neoplasms
15744828,Adult
15744828,"Colon, Transverse"
15744828,Colonoscopy
15744828,Female
15744828,Humans
15744828,Intestinal Mucosa
15744828,Radiography
15745454,Amphotericin B
15745454,Aspergillosis
15745454,"Child, Preschool"
15745454,"Drug Therapy, Combination"
15745454,"Granulomatous Disease, Chronic"
15745454,Humans
15745454,Interferon-gamma
15745454,Male
28836496,Abdominal Neoplasms
28836496,Adolescent
28836496,Child
28836496,Fatal Outcome
28836496,Female
28836496,Gonadal Dysgenesis
28836496,Humans
28836496,Lymphatic Metastasis
28836496,"Neoplasms, Germ Cell and Embryonal"
28836496,Ovarian Neoplasms
28836496,"Sarcoma, Synovial"
28836968,Cryptorchidism
28836968,Humans
28836968,Infant
28836968,Kidney
28836968,Magnetic Resonance Imaging
28836968,Male
28836968,Multimodal Imaging
28838318,Adenoidectomy
28838318,"Anesthesia, General"
28838318,"Anesthetics, Inhalation"
28838318,"Anesthetics, Intravenous"
28838318,"Child, Preschool"
28838318,Diseases in Twins
28838318,Hereditary Sensory and Autonomic Neuropathies
28838318,Humans
28838318,Male
28838318,Methyl Ethers
28838318,Propofol
28838318,Sevoflurane
28838318,"Sleep Apnea, Obstructive"
28838318,Tonsillectomy
28838323,"Abortion, Induced"
28838323,Adult
28838323,Dilatation and Curettage
28838323,Female
28838323,Humans
28838323,"Intubation, Intratracheal"
28838323,Leiomyoma
28838323,Pregnancy
28838323,"Surgery, Computer-Assisted"
28838323,Uterine Neoplasms
28840502,Coxiella burnetii
28840502,Fluorescent Antibody Technique
28840502,Humans
28840502,"In Situ Hybridization, Fluorescence"
28840502,"Lymphoma, Non-Hodgkin"
28840502,Male
28840502,Middle Aged
28840502,Netherlands
28840502,Q Fever
28840502,"RNA, Bacterial"
28840502,"RNA, Ribosomal, 16S"
28840502,Retroperitoneal Neoplasms
28840995,Asians
28840995,Bones of Lower Extremity
28840995,Bones of Upper Extremity
28840995,DNA Mutational Analysis
28840995,DNA-Binding Proteins
28840995,Exons
28840995,Humans
28840995,Introns
28840995,Male
28840995,Membrane Proteins
28840995,Nuclear Proteins
28840995,Osteopoikilosis
28840995,RNA Splice Sites
28840995,Republic of Korea
28840995,Sequence Deletion
28840995,Young Adult
28841834,Adult
28841834,Cameroon
28841834,Coinfection
28841834,Female
28841834,HIV Infections
28841834,Humans
28841834,Immunocompromised Host
28841834,"Leishmaniasis, Cutaneous"
28841841,Adult
28841841,"Anemia, Hemolytic, Autoimmune"
28841841,Female
28841841,Humans
28841841,Subarachnoid Hemorrhage
28841841,Thrombocytopenia
28841887,Aged
28841887,"Goiter, Nodular"
28841887,Humans
28841887,"Lymphoma, Large B-Cell, Diffuse"
28841887,Male
28841907,Arthritis
28841907,Cataract
28841907,Child
28841907,"Child, Preschool"
28841907,Cleft Palate
28841907,Collagen Type II
28841907,Collagen Type XI
28841907,Connective Tissue Diseases
28841907,Craniofacial Abnormalities
28841907,"Diagnosis, Differential"
28841907,Growth Disorders
28841907,"Hearing Loss, Sensorineural"
28841907,Humans
28841907,Male
28841907,Micrognathism
28841907,Mutation
28841907,Osteochondrodysplasias
28841907,"Palate, Soft"
28841907,Phenotype
28841907,Retinal Detachment
28841919,Adenocarcinoma
28841919,Female
28841919,Humans
28841919,Mesonephroma
28841919,Middle Aged
28841919,Myometrium
28841919,Uterine Neoplasms
28843273,"Aged, 80 and over"
28843273,"Carcinoma, Hepatocellular"
28843273,Humans
28843273,Liver Neoplasms
28843273,Magnetic Resonance Imaging
28843273,Male
28843273,Multidetector Computed Tomography
28843273,Pancreas
28843273,Spleen
28844204,Antineoplastic Combined Chemotherapy Protocols
28844204,Breast Neoplasms
28844204,"Carcinoma, Ductal, Breast"
28844204,Cyclophosphamide
28844204,"Diagnosis, Differential"
28844204,Docetaxel
28844204,Doxorubicin
28844204,Eye Neoplasms
28844204,Eye Pain
28844204,Female
28844204,Humans
28844204,Lung Neoplasms
28844204,Magnetic Resonance Imaging
28844204,Mastectomy
28844204,Middle Aged
28844204,Scleritis
28844204,Taxoids
28844204,"Tomography, X-Ray Computed"
28844207,Aged
28844207,Antitubercular Agents
28844207,Ethambutol
28844207,Female
28844207,Fluoroquinolones
28844207,Graft Rejection
28844207,Humans
28844207,Immunosuppressive Agents
28844207,Lung
28844207,Lung Transplantation
28844207,Moxifloxacin
28844207,Mycobacterium avium Complex
28844207,Mycobacterium avium-intracellulare Infection
28844207,Prednisone
28844207,Pulmonary Fibrosis
28844207,Rifampin
28844207,Tacrolimus
28844207,"Tomography, X-Ray Computed"
28844207,"Tuberculosis, Pulmonary"
28845578,Aged
28845578,"Carcinoma, Non-Small-Cell Lung"
28845578,Class I Phosphatidylinositol 3-Kinases
28845578,Crizotinib
28845578,"Drug Resistance, Neoplasm"
28845578,Female
28845578,Humans
28845578,Lung Neoplasms
28845578,Point Mutation
28845578,Protein-Tyrosine Kinases
28845578,Proto-Oncogene Proteins
28845578,Pyrazoles
28845578,Pyridines
28845578,"Sequence Analysis, DNA"
28845834,Acetamides
28845834,Adult
28845834,Anticonvulsants
28845834,Electroencephalography
28845834,"Epilepsy, Frontal Lobe"
28845834,"Epilepsy, Temporal Lobe"
28845834,Female
28845834,Humans
28845834,Lacosamide
28845834,Mood Disorders
28845834,"Stress Disorders, Post-Traumatic"
28845835,Aged
28845835,Carbidopa
28845835,Drug Combinations
28845835,Gels
28845835,Humans
28845835,Levodopa
28845835,Male
28845835,Parkinson Disease
28845835,"Receptors, Dopamine"
28845835,Tetrahydronaphthalenes
28845835,Thiophenes
28845835,Transdermal Patch
28845843,Blood Transfusion
28845843,Dexamethasone
28845843,"Hematopoiesis, Extramedullary"
28845843,Humans
28845843,Magnetic Resonance Imaging
28845843,Male
28845843,Spinal Cord Compression
28845843,Young Adult
28845843,beta-Thalassemia
28845909,Aged
28845909,"Antibodies, Monoclonal"
28845909,Antineoplastic Agents
28845909,"Carcinoma, Squamous Cell"
28845909,Erythema
28845909,Humans
28845909,Lung Neoplasms
28845909,Male
28845909,Neoplasm Staging
28845909,Nivolumab
28845909,Pulmonary Edema
28851076,"Adenocarcinoma, Mucinous"
28851076,Adult
28851076,Cisplatin
28851076,High-Throughput Nucleotide Sequencing
28851076,Humans
28851076,Lung Neoplasms
28851076,Male
28851076,Neoplasm Proteins
28851076,"Oncogene Proteins, Fusion"
28851076,Pemetrexed
28851076,Proto-Oncogene Proteins c-ret
28851076,"Sequence Analysis, DNA"
28851076,"Thoracic Surgery, Video-Assisted"
28851278,"Aged, 80 and over"
28851278,"Diagnosis, Differential"
28851278,Humans
28851278,Male
28851278,Mediterranean Region
28851278,Meningoencephalitis
28851278,Phlebotomus Fever
28851278,Sandfly fever Naples virus
28851278,Spain
28851278,Travel-Related Illness
28851292,Adult
28851292,"Anesthesia, Epidural"
28851292,"Anesthesia, Obstetrical"
28851292,"Anesthesia, Spinal"
28851292,Cesarean Section
28851292,"Drug Therapy, Combination"
28851292,Female
28851292,"Heart Defects, Congenital"
28851292,Humans
28851305,Adenine
28851305,Antiviral Agents
28851305,Fanconi Syndrome
28851305,Hepatitis B
28851305,Humans
28851305,Male
28851305,Middle Aged
28851305,Nephrolithiasis
28851305,Organophosphonates
28851305,Osteomalacia
28851321,Aged
28851321,Ampulla of Vater
28851321,Biopsy
28851321,Carcinoid Tumor
28851321,Duodenal Neoplasms
28851321,Female
28851321,Gastrointestinal Stromal Tumors
28851321,Humans
28851321,"Neurofibroma, Plexiform"
28851321,Neurofibromatosis 1
28851321,Pancreaticoduodenectomy
28851321,"Tomography, X-Ray Computed"
28851321,Treatment Outcome
28851322,"Child, Preschool"
28851322,Corneal Diseases
28851322,Cysts
28851322,Descemet Membrane
28851322,Female
28851322,Humans
28851322,Ophthalmologic Surgical Procedures
28851322,Point-of-Care Systems
28851322,"Surgery, Computer-Assisted"
28851322,"Tomography, Optical Coherence"
28851322,Treatment Outcome
28851326,Adult
28851326,Antipsychotic Agents
28851326,Benzodiazepines
28851326,Delayed-Action Preparations
28851326,Drug Administration Schedule
28851326,Female
28851326,Humans
28851326,"Infant, Newborn"
28851326,Olanzapine
28851326,Pregnancy
28851326,Pregnancy Complications
28851326,Schizophrenia
28851338,"46, XX Disorders of Sex Development"
28851338,Congenital Abnormalities
28851338,Female
28851338,Gynecologic Surgical Procedures
28851338,Humans
28851338,Mullerian Ducts
28851338,Referral and Consultation
28851338,Uganda
28851338,Urologic Surgical Procedures
28851338,Vagina
28851338,Young Adult
28851346,Adenocarcinoma
28851346,Aged
28851346,Early Detection of Cancer
28851346,"Endoscopy, Digestive System"
28851346,Gastrectomy
28851346,Humans
28851346,Lymph Node Excision
28851346,Lymphatic Metastasis
28851346,Male
28851346,Splenectomy
28851346,Splenic Neoplasms
28851346,Stomach Neoplasms
28851346,"Tomography, X-Ray Computed"
28851379,Adrenal Cortex Hormones
28851379,Aged
28851379,Antineoplastic Combined Chemotherapy Protocols
28851379,Colorectal Neoplasms
28851379,Combined Modality Therapy
28851379,Cyclophosphamide
28851379,Female
28851379,Fluorouracil
28851379,Humans
28851379,Immunotherapy
28851379,Leucovorin
28851379,"Lung Diseases, Interstitial"
28851379,Male
28851379,Middle Aged
28851379,Organoplatinum Compounds
28851379,Prognosis
28851379,"Respiration, Artificial"
28851379,Sigmoid Neoplasms
28851379,Treatment Outcome
28851436,Female
28851436,Granulosa Cell Tumor
28851436,Hirsutism
28851436,Humans
28851436,Hyperandrogenism
28851436,Laparotomy
28851436,Middle Aged
28851436,Ovarian Neoplasms
28851436,Ovariectomy
28851436,Ovary
28851436,Postmenopause
28851436,Testosterone
28851436,Treatment Outcome
28852321,Biopsy
28852321,"Endoscopy, Digestive System"
28852321,Gastrointestinal Hemorrhage
28852321,Humans
28852321,Incidental Findings
28852321,Laparoscopy
28852321,Lipoma
28852321,Rare Diseases
28852321,Stomach
28852321,Stomach Neoplasms
28852321,Syndrome
28852321,Ultrasonography
28852650,Adolescent
28852650,Adult
28852650,Aged
28852650,"Aged, 80 and over"
28852650,Child
28852650,Female
28852650,Fluorodeoxyglucose F18
28852650,Humans
28852650,Kaplan-Meier Estimate
28852650,Male
28852650,Middle Aged
28852650,Positron Emission Tomography Computed Tomography
28852650,Prognosis
28852650,ROC Curve
28852650,Retrospective Studies
28852650,Spinal Neoplasms
28852650,Treatment Outcome
28852650,Young Adult
28853817,Abscess
28853817,Adenocarcinoma
28853817,Aged
28853817,"Diagnosis, Differential"
28853817,Humans
28853817,Incidental Findings
28853817,Magnetic Resonance Imaging
28853817,Male
28853817,Prostatic Neoplasms
28853817,Prostatitis
28853817,"Tuberculosis, Male Genital"
28854896,Adrenal Cortex Hormones
28854896,Adult
28854896,Amides
28854896,"Antibodies, Monoclonal"
28854896,Ebolavirus
28854896,Health Personnel
28854896,"Hemorrhagic Fever, Ebola"
28854896,Humans
28854896,Indomethacin
28854896,Italy
28854896,Male
28854896,Pericardial Effusion
28854896,Pyrazines
28854896,Rhabdomyolysis
28854896,Sierra Leone
28854920,Adult
28854920,Elbow Joint
28854920,Female
28854920,Fibroma
28854920,Humans
28854920,Karyotyping
28854920,Knee Joint
28854920,Male
28854920,Middle Aged
28854920,Soft Tissue Neoplasms
28854920,Tendons
28854949,Adult
28854949,Amputation
28854949,Echocardiography
28854949,Fatal Outcome
28854949,Female
28854949,Fibrosarcoma
28854949,Heart Arrest
28854949,Humans
28854949,Lung Neoplasms
28854949,Magnetic Resonance Imaging
28854949,"Neoplastic Cells, Circulating"
28854949,Osteosarcoma
28854949,Prognosis
28854949,Pulmonary Embolism
28854949,Soft Tissue Neoplasms
28854949,"Tomography, X-Ray Computed"
28854959,Chemical and Drug Induced Liver Injury
28854959,"Child, Preschool"
28854959,Fatal Outcome
28854959,Hematopoietic Stem Cell Transplantation
28854959,Hirschsprung Disease
28854959,Humans
28854959,"Infusions, Parenteral"
28854959,"Lymphohistiocytosis, Hemophagocytic"
28854959,Male
28854959,Organ Transplantation
28854959,Parenteral Nutrition Solutions
28854959,Patient Care Planning
28854959,Viscera
28854963,Adult
28854963,Female
28854963,Humans
28854963,Immunosuppressive Agents
28854963,Myocardial Revascularization
28854963,Recurrence
28854963,Takayasu Arteritis
28854963,Young Adult
28855215,"Antimetabolites, Antineoplastic"
28855215,Capillary Leak Syndrome
28855215,Deoxycytidine
28855215,Edema
28855215,Female
28855215,Humans
28855215,Hypoalbuminemia
28855215,Hypotension
28855215,Middle Aged
28855215,Pancreatic Neoplasms
28855609,AC133 Antigen
28855609,Adenocarcinoma
28855609,Adult
28855609,Aldehyde Dehydrogenase 1 Family
28855609,Animals
28855609,"Biomarkers, Tumor"
28855609,Chickens
28855609,Cisplatin
28855609,"Drug Resistance, Neoplasm"
28855609,Epithelial-Mesenchymal Transition
28855609,Female
28855609,Humans
28855609,Isoenzymes
28855609,Lung Neoplasms
28855609,Male
28855609,Mice
28855609,"Mice, Inbred NOD"
28855609,"Mice, SCID"
28855609,Neoplastic Stem Cells
28855609,Retinal Dehydrogenase
28855609,"Tumor Cells, Cultured"
28856508,Astigmatism
28856508,"Contact Lenses, Hydrophilic"
28856508,Cornea
28856508,Corneal Topography
28856508,Disposable Equipment
28856508,Female
28856508,Humans
28856508,Hyperopia
28856508,"Keratotomy, Radial"
28856508,Middle Aged
28856508,Myopia
28856508,"Refraction, Ocular"
28856508,Visual Acuity
28856930,"Abortion, Therapeutic"
28856930,Adult
28856930,Anti-Bacterial Agents
28856930,Cesarean Section
28856930,Female
28856930,Fluoroquinolones
28856930,Humans
28856930,Moxifloxacin
28856930,Placenta Previa
28856930,Pregnancy
28856930,Sepsis
28856930,Serratia Infections
28856930,Serratia marcescens
28856930,Uterine Artery Embolization
28856930,Uterine Hemorrhage
28858088,Adult
28858088,"Diagnosis, Differential"
28858088,Female
28858088,Humans
28858088,Lung Diseases
28858088,Male
28858088,Middle Aged
28858088,Pneumonectomy
28858088,"Tomography, X-Ray Computed"
28858093,Aged
28858093,"Aged, 80 and over"
28858093,Female
28858093,Glaucoma Drainage Implants
28858093,"Glaucoma, Neovascular"
28858093,Humans
28858093,Male
28858093,Middle Aged
28858093,Treatment Outcome
28858128,"Cholangiopancreatography, Endoscopic Retrograde"
28858128,"Cholecystitis, Acute"
28858128,Cholecystolithiasis
28858128,Dilatation
28858128,Gallstones
28858128,Gastrectomy
28858128,Humans
28858128,Male
28858128,Middle Aged
28858128,Treatment Outcome
28859624,Adult
28859624,Amyloidosis
28859624,Colchicine
28859624,Familial Mediterranean Fever
28859624,Homozygote
28859624,Humans
28859624,Interleukin 1 Receptor Antagonist Protein
28859624,Kidney Diseases
28859624,Kidney Transplantation
28859624,Male
28859624,Middle Aged
28859624,Mutation
28859624,Pyrin
28859632,Anti-N-Methyl-D-Aspartate Receptor Encephalitis
28859632,"Depressive Disorder, Major"
28859632,Female
28859632,Humans
28859632,Middle Aged
28859632,"Receptors, N-Methyl-D-Aspartate"
28859632,Treatment Outcome
28859653,Aged
28859653,Constriction
28859653,Female
28859653,Humans
28859653,Kidney Calices
28859653,Kidney Neoplasms
28859653,Laparoscopy
28859653,Nephrectomy
28859653,Renal Artery
28859653,Retroperitoneal Space
28859661,Bronchoalveolar Lavage
28859661,Bronchoscopy
28859661,"Carcinoma, Neuroendocrine"
28859661,"Carcinoma, Non-Small-Cell Lung"
28859661,"Carcinoma, Squamous Cell"
28859661,"Diagnosis, Differential"
28859661,Humans
28859661,Lung
28859661,Lung Neoplasms
28859661,Male
28859661,Middle Aged
28859661,"Neoplasms, Multiple Primary"
28859661,Positron-Emission Tomography
28859661,"Tomography, X-Ray Computed"
28859665,Aged
28859665,Atrial Septum
28859665,Cardiac Catheterization
28859665,Cardiac Surgical Procedures
28859665,"Diagnosis, Differential"
28859665,Echocardiography
28859665,Female
28859665,Heart Atria
28859665,Heart Diseases
28859665,Heart Neoplasms
28859665,Humans
28859665,Thrombectomy
28859665,Thrombosis
28859665,"Tomography, X-Ray Computed"
28859675,France
28859675,Humans
28859675,Male
28859675,Middle Aged
28859675,Mycobacterium
28859675,Mycobacterium Infections
28859675,Respiratory Tract Infections
28860565,Acquired Immunodeficiency Syndrome
28860565,"Antibodies, Monoclonal, Humanized"
28860565,Cell Culture Techniques
28860565,"Cell Line, Tumor"
28860565,Culture Media
28860565,Humans
28860565,Immunophenotyping
28860565,Interleukin-6
28860565,Male
28860565,Middle Aged
28860565,Plasmablastic Lymphoma
28860708,Aged
28860708,Albumins
28860708,Antineoplastic Combined Chemotherapy Protocols
28860708,Breast Neoplasms
28860708,Capecitabine
28860708,"Carcinoma, Ductal, Breast"
28860708,Female
28860708,Follow-Up Studies
28860708,Humans
28860708,Nail Diseases
28860708,Paclitaxel
28860959,"Diagnosis, Differential"
28860959,Glioma
28860959,Humans
28860959,Immunohistochemistry
28860959,Male
28860959,Meningeal Neoplasms
28860959,Meningioma
28860959,Middle Aged
28860959,Parietal Lobe
28862240,Adult
28862240,Coronary Angiography
28862240,Drug-Eluting Stents
28862240,Electrocardiography
28862240,Humans
28862240,Male
28862240,Myocardial Infarction
28862240,Nerium
28862240,Plant Poisoning
28862240,"Plants, Toxic"
28862240,Seeds
28862240,Thevetia
28862240,Treatment Outcome
28862240,Vomiting
28862245,AIDS Dementia Complex
28862245,Adult
28862245,Amantadine
28862245,Antiparkinson Agents
28862245,Carbidopa
28862245,Drug Combinations
28862245,"Gait Disorders, Neurologic"
28862245,Humans
28862245,Hypokinesia
28862245,Leukoencephalopathies
28862245,Levodopa
28862245,Male
28862245,Treatment Outcome
28862246,Acute Disease
28862246,Adult
28862246,Eosinophils
28862246,Humans
28862246,Hypereosinophilic Syndrome
28862246,Male
28862246,Precursor Cell Lymphoblastic Leukemia-Lymphoma
28862244,"Abnormalities, Multiple"
28862244,Adult
28862244,Aged
28862244,Bronchiectasis
28862244,Bronchoscopy
28862244,Dyspnea
28862244,Female
28862244,Humans
28862244,Lung
28862244,Lung Diseases
28862244,Magnetic Resonance Imaging
28862244,Pulmonary Artery
28862244,Respiratory Tract Infections
28862244,"Tomography, X-Ray Computed"
28862247,"ACTH Syndrome, Ectopic"
28862247,Adult
28862247,Cholecystectomy
28862247,Corticotropin-Releasing Hormone
28862247,Cushing Syndrome
28862247,Duodenal Neoplasms
28862247,Female
28862247,Humans
28862247,Liver
28862247,Liver Neoplasms
28862247,Neoplasm Metastasis
28862247,Neuroendocrine Tumors
28862247,"Tomography, X-Ray Computed"
28862247,Treatment Outcome
28862247,Ultrasonography
28863787,Adult
28863787,"Anemia, Pernicious"
28863787,Antibodies
28863787,Anticoagulants
28863787,Female
28863787,Folic Acid
28863787,Humans
28863787,Hyperhomocysteinemia
28863787,Male
28863787,Middle Aged
28863787,"Parietal Cells, Gastric"
28863787,Treatment Outcome
28863787,Venous Thromboembolism
28863787,Vitamin B 12
28863787,Vitamin B 12 Deficiency
28863787,Vitamins
28864560,"Abortion, Induced"
28864560,Adult
28864560,Amniocentesis
28864560,Delayed Diagnosis
28864560,Female
28864560,Fetus
28864560,Humans
28864560,Laparoscopy
28864560,Pregnancy
28864560,"Pregnancy Trimester, Second"
28864560,"Pregnancy, Abdominal"
28864560,"Pregnancy, Ectopic"
28864560,Treatment Outcome
28864560,"Ultrasonography, Prenatal"
28864560,Uterine Perforation
28864560,alpha-Fetoproteins
28864906,Adrenal Gland Neoplasms
28864906,"Child, Preschool"
28864906,Humans
28864906,Male
28864906,Middle Aged
28864906,"Neoplasms, Complex and Mixed"
28864906,Neuroblastoma
28864906,Pheochromocytoma
28865058,"Acidosis, Lactic"
28865058,Aged
28865058,Blood Glucose
28865058,Canagliflozin
28865058,"Diabetes Mellitus, Type 2"
28865058,"Drug Therapy, Combination"
28865058,Female
28865058,Gluconeogenesis
28865058,Humans
28865058,Insulin
28865058,Ketosis
28865058,"Kidney Failure, Chronic"
28865058,Liraglutide
28865058,Male
28865058,Metformin
28865431,Adult
28865431,Female
28865431,Heart Neoplasms
28865431,Humans
28865431,Image Enhancement
28865431,Magnetic Resonance Imaging
28865431,"Neoplasm Recurrence, Local"
28865431,Pericardial Effusion
28865431,Pericardium
28865431,Solitary Fibrous Tumors
28865431,"Tomography, X-Ray Computed"
28865461,Acromegaly
28865461,Adenoma
28865461,"Diabetes Mellitus, Type 2"
28865461,Homeodomain Proteins
28865461,Humans
28865461,Male
28865461,Middle Aged
28865461,Pituitary ACTH Hypersecretion
28865461,Pituitary Neoplasms
28865461,T-Box Domain Proteins
28865461,Transcription Factor Pit-1
28865487,Adult
28865487,"Biopsy, Fine-Needle"
28865487,"Diagnosis, Differential"
28865487,"Histiocytoma, Benign Fibrous"
28865487,Humans
28865487,Magnetic Resonance Imaging
28865487,Male
28865487,Melanoma
28865487,Skin Neoplasms
28865487,Spleen
28865487,Splenectomy
28865487,Splenic Diseases
28865487,Splenic Neoplasms
28865487,"Tomography, X-Ray Computed"
28865487,Ultrasonography
12087202,Adolescent
12087202,Cerebellar Neoplasms
12087202,Cerebellopontine Angle
12087202,Female
12087202,Humans
12087202,Infant
12087202,Magnetic Resonance Imaging
12087202,Meningioma
12087202,Spinal Canal
12087202,Spinal Neoplasms
12087202,"Tomography, X-Ray Computed"
12087204,Contrast Media
12087204,Humans
12087204,Magnetic Resonance Imaging
12087204,Male
12087204,Middle Aged
12087204,Multiple Myeloma
12087204,Stomach Neoplasms
12087204,"Tomography, X-Ray Computed"
12087205,Axilla
12087205,Castleman Disease
12087205,Female
12087205,Humans
12087205,Lymph Nodes
12087205,Middle Aged
12087205,"Tomography, X-Ray Computed"
12087205,"Ultrasonography, Doppler"
12087203,Adult
12087203,Chylothorax
12087203,Humans
12087203,Lymphangioma
12087203,Male
12087203,Mediastinal Neoplasms
12087203,"Osteolysis, Essential"
12087203,Thoracic Vertebrae
12087203,"Tomography, X-Ray Computed"
12087206,Adult
12087206,Agenesis of Corpus Callosum
12087206,Brain Neoplasms
12087206,Female
12087206,Fetal Diseases
12087206,Gestational Age
12087206,Humans
12087206,"Infant, Newborn"
12087206,Lipoma
12087206,Magnetic Resonance Imaging
12087206,Pregnancy
12087206,"Ultrasonography, Prenatal"
23466818,Autopsy
23466818,Cancer Vaccines
23466818,"Carcinoma, Hepatocellular"
23466818,Endocardium
23466818,Glypicans
23466818,Heart Neoplasms
23466818,Histocytochemistry
23466818,Humans
23466818,Immunohistochemistry
23466818,Immunotherapy
23466818,Liver
23466818,Male
23466818,Middle Aged
23466818,Neoplasms
23466818,Shock
23466818,Thrombosis
23467477,Finger Injuries
23467477,Humans
23467477,Magnetic Resonance Imaging
23467477,Male
23467477,Tendon Injuries
23467477,Ultrasonography
23467477,Young Adult
23467858,Adult
23467858,Animals
23467858,Diptera
23467858,Humans
23467858,Larva
23467858,Male
23467858,Mouth
23467858,Myiasis
23467858,Republic of Korea
23467978,Acute Disease
23467978,Anti-Bacterial Agents
23467978,Carcinoma
23467978,Cellulitis
23467978,Chemoradiotherapy
23467978,Esophagitis
23467978,Female
23467978,Granulocyte Colony-Stimulating Factor
23467978,Hemodiafiltration
23467978,Hemoperfusion
23467978,Humans
23467978,Middle Aged
23467978,"Shock, Septic"
23467978,Streptococcal Infections
23467978,Streptococcus milleri Group
23467978,Treatment Outcome
23467978,Uterine Cervical Neoplasms
23470145,Cerebellar Neoplasms
23470145,Cerebellopontine Angle
23470145,"Child, Preschool"
23470145,Female
23470145,Follow-Up Studies
23470145,Humans
23470145,Meningeal Neoplasms
23470145,Meningioma
23470145,Mucin-1
23470145,Radiography
23470145,S100 Proteins
23470145,Vimentin
23472129,Adult
23472129,Amodiaquine
23472129,Antimalarials
23472129,Burkina Faso
23472129,"Child, Preschool"
23472129,Decision Making
23472129,Drug Combinations
23472129,Fever
23472129,Humans
23472129,Malaria
23472129,Point-of-Care Systems
23472129,Probability
23472129,Pyrimethamine
23472129,Rural Health Services
23472129,Rural Population
23472129,Seasons
23472129,Sulfadoxine
23475269,Aged
23475269,Humans
23475269,Magnetic Resonance Imaging
23475269,Male
23475269,Mediastinal Neoplasms
23475269,Mediastinum
23475269,Myelolipoma
23475269,"Thoracic Surgery, Video-Assisted"
23475269,"Tomography, X-Ray Computed"
23479330,"Amino Acid Metabolism, Inborn Errors"
23479330,Base Sequence
23479330,Carnitine
23479330,Citrates
23479330,Exons
23479330,Female
23479330,Humans
23479330,Infant
23479330,Methylmalonic Acid
23479330,Methylmalonyl-CoA Mutase
23479330,"Mutation, Missense"
23479330,Propionates
23479330,Vitamin B 12
23479330,Vitamin B Complex
23482299,Brachytherapy
23482299,Contrast Media
23482299,Female
23482299,Humans
23482299,Iodine Radioisotopes
23482299,Leiomyosarcoma
23482299,Middle Aged
23482299,"Tomography, X-Ray Computed"
23482299,Vascular Neoplasms
23482299,"Vena Cava, Inferior"
23482415,Adult
23482415,"Aneurysm, Ruptured"
23482415,Behcet Syndrome
23482415,Humans
23482415,Iopamidol
23482415,Male
23482415,Pulmonary Artery
23482415,"Radiography, Thoracic"
23482415,Septal Occluder Device
23482415,"Tomography, X-Ray Computed"
23482507,Bone Neoplasms
23482507,"Diagnosis, Differential"
23482507,Female
23482507,Fluorodeoxyglucose F18
23482507,"Hemangioma, Cavernous"
23482507,Humans
23482507,Ilium
23482507,Magnetic Resonance Imaging
23482507,Multimodal Imaging
23482507,Positron-Emission Tomography
23482507,Radiopharmaceuticals
23482507,"Tomography, X-Ray Computed"
23482507,Young Adult
23482821,"Diagnosis, Differential"
23482821,Hepatolenticular Degeneration
23482821,Humans
23482821,Hypertrophy
23482821,Magnetic Resonance Imaging
23482821,Male
23482821,Nerve Degeneration
23482821,Olivary Nucleus
23482821,Young Adult
23482853,"Diagnosis, Differential"
23482853,Female
23482853,Humans
23482853,Magnetic Resonance Imaging
23482853,Meningioma
23482853,Middle Aged
23482853,Pituitary Neoplasms
23482853,Sella Turcica
23482884,"Biopsy, Needle"
23482884,Breast Diseases
23482884,Cholesterol
23482884,"Diagnosis, Differential"
23482884,Female
23482884,"Granuloma, Foreign-Body"
23482884,Humans
23482884,Mammography
23482884,Middle Aged
23482884,"Ultrasonography, Mammary"
23482893,Ammonia
23482893,Atrophy
23482893,Brain Diseases
23482893,Hepatic Encephalopathy
23482893,Humans
23482893,"Liver Cirrhosis, Alcoholic"
23482893,Magnetic Resonance Imaging
23482893,Male
23482893,Middle Aged
23482893,Necrosis
23482893,Status Epilepticus
23483049,Adolescent
23483049,Brain Neoplasms
23483049,Fluorodeoxyglucose F18
23483049,Humans
23483049,Magnetic Resonance Imaging
23483049,Male
23483049,Melanoma
23483049,Meningeal Neoplasms
23483049,Multimodal Imaging
23483049,Positron-Emission Tomography
23483049,Radiopharmaceuticals
23483049,"Tomography, X-Ray Computed"
23483049,Whole Body Imaging
23483057,Adult
23483057,Bone Marrow Cells
23483057,"Chromosomes, Human, Pair 21"
23483057,"Chromosomes, Human, Pair 8"
23483057,Hematopoietic Stem Cell Transplantation
23483057,Humans
23483057,"In Situ Hybridization, Fluorescence"
23483057,"Leukemia, Mast-Cell"
23483057,"Leukemia, Myeloid, Acute"
23483057,"Leukocytes, Mononuclear"
23483057,Male
23483057,"Mastocytosis, Systemic"
23483057,Recurrence
23483057,"Translocation, Genetic"
23483057,"Transplantation, Homologous"
23483068,"Dendritic Cell Sarcoma, Follicular"
23483068,Female
23483068,Humans
23483068,Middle Aged
23483068,Multidetector Computed Tomography
23483068,Omentum
23483068,Peritoneal Neoplasms
